59186254040	6254
59186254050	0
59186254051	0
59186254160	0
59186254192	0
59186254610	0
59186254611	0
59186254612	0
59186254614	0
59186254616	548
59186254622	0
59186254623	4363
59186254624	0
59186254629	0
5922591401	496
5922591403	654
5922591404	230
5922591405	0
5922591406	20499
5922591407	1786
5922591408	3802
5922591410	0
5922591411	0
5922591412	0
5922591414	0
5922591415	1965
5922591416	4743
5922591419	4649
5922591420	2971
5922591422	23481
5922591423	210
5922591424	0
5922591425	1223
5922591426	209
5922591427	0
5922591428	0
5922591429	0
5922591430	1258
5922591431	2162
5922591432	2051
5922591434	0
5922591435	0
5922591438	0
5922591439	0
5922591440	0
5922591444	387
5922591445	0
5922591446	0
5922591451	1387
5922591455	0
5922591459	1583
5922591461	3224
5922591464	22898
5922591466	18789
5922591467	11576
5922591468	6079
5922591474	0
5922591476	8369
5922591477	917
5922591478	10859
5922591479	8461
5922591480	25393
5922591481	0
5922591482	1081
5922591485	6897
5922591486	8492
5922591487	31856
5922591490	1533
5922591491	1944
5922591492	3324
5922591493	3960
5922591494	26456
5922591495	7758
5922591496	7311
5922591498	2004
5922591499	2216
5922594035	4261
5922594037	9297
5922594078	18546
5922594080	6262
5922594083	8784
5922594099	1018
5922594127	0
5922594136	4777
5922594138	2730
5922594188	1029
5922594190	12510
5925386404	0
5925386406	0
5925386408	7152
5925386410	9275
5925386413	1498
5925386414	0
5925386415	0
5925386416	1231
5925386417	2258
5925386422	22
5925386425	0
5925386427	3316
5925386429	6109
5925386432	2147
5925386434	46287
5925386435	11671
5925386436	3286
5925386437	9726
5925386438	16536
5925386439	6556
5925386444	2693
5925386446	0
5925386447	855
5925386449	12212
5925386450	1463
5925386452	4776
5925386454	0
5925386456	3911
5925386462	36037
5925386463	20547
5925386464	242
5925386467	0
5925386468	0
5925386469	1517
5925386470	0
5925386471	0
5925386473	0
5925386474	62
5925386475	2262
5925386476	3781
5925386477	2450
5925386478	4779
5925386481	67
5925386482	9891
5925386483	0
5925386484	109
5925386485	0
5925386486	88
5925386488	0
5925386491	0
5925386494	0
5925386498	5064
5927701452	0
5927701461	0
5927701463	0
5927701478	0
5927701500	0
5927701501	0
5927701502	0
5927701503	0
5927701504	0
5927701505	0
5927701506	0
5927701507	0
5927701508	0
5927701509	0
5927701510	0
5927701511	0
5927701512	0
5927701513	0
5927701514	0
5927701515	0
5927701516	0
5927701517	0
5927701518	0
5927701519	0
5927705406	0
5927705410	0
5927705418	0
5927705422	0
5927705431	0
5927705445	57571
5927705447	3788
5927705448	10536
5927705449	4216
5927705455	15671
5927705457	21045
5927705458	23835
5927705461	1371
5927705462	3160
5927705463	1311
5927705464	955
5927705468	1096
5927705472	0
5927705474	4660
5927705480	1132
5927705481	0
5927705483	0
5927705484	492
5927705485	0
5927705487	2958
5927705489	12676
5927705496	1812
5927705498	12606
5927705499	8011
5927706403	5429
5927706407	7359
5927706412	0
5927706445	3220
5927706448	13809
5927706491	10671
5927706494	0
5932314810	0
5942324426	0
5942324427	0
5942324433	0
5942324434	0
5942324435	0
59527340152	0
59527340153	0
59527340154	0
59527340155	0
59527340156	0
59527340157	0
59527340158	0
59527340159	0
59527340160	0
59527340161	0
59527343243	3830
59527343812	0
59527344011	0
59527344299	7479
59527344383	11374
59527344588	0
59527347361	0
59527347848	3014
59527347902	5612
59528294001	652
59528294013	1146
59528294070	3092
59528294071	19887
59528294222	0
59528294272	4714
59528294274	629
59528294488	0
59585941044	0
59585941125	11342
59585941770	3755
59585941953	8750
59585943341	0
59585943350	4468
59585943591	0
59585943795	2435
5962314400	0
5962314401	0
5962314402	2264
5962314403	0
5962314404	1161
5962314405	756
5962314406	4367
5962314407	0
5962314408	2430
5962314409	955
5962314895	5226
5962314896	1802
5962314898	2011
5962314902	0
5962314903	0
5962314904	0
5962314907	0
5962314911	0
5962314912	5292
5972144005	0
5972144034	0
5972144400	0
5972144401	0
5972144402	547
5972144403	0
5972144408	0
5985404400	0
5985404402	0
5985404404	0
5992354638	6094
